0 1 6.356680841600907e+16
0 2 1.0222924468546876e+16
0 3 1.516025910407429e+16
0 4 2.9062347735285256e+16
0 5 2.144332036699892e+16
0 6 3.5048702626468724e+16
0 7 4.038563929695456e+16
0 8 1.9265416053076332e+16
0 9 3.989341383322284e+16
0 10 2.367217226207162e+16
0 11 8.75886731977681e+16
0 12 2.4341486739375948e+16
0 13 2.396157960289812e+16
0 14 1.5547009980601478e+16
0 15 3.1390157170981892e+16
0 16 618270847645738.6
0 17 3.371575037241297e+16
0 18 2.0060953906439476e+16
0 19 6.954091524451685e+16
0 20 4.3812183722280136e+16
0 21 4.911454531603566e+16
0 22 4.128455876308345e+16
0 23 7.376284253803352e+16
0 24 1.6188263805137172e+16
0 25 3.4238077769033308e+16
0 26 6.962512996237822e+16
0 27 1.288345822841318e+16
0 28 4555368215074781.0
0 29 3369656556149495.0
0 30 2.2595929497812292e+16
 
1 1 6.356680841600907e+16
1 2 8.716504526040826e+16
1 3 2.417888417953795e+16
1 4 4.4005215706565304e+16
1 5 3.406858932578492e+16
1 6 3.9400607281548584e+16
1 7 4.038563929695456e+16
1 8 3.753687903318054e+16
1 9 3.989341383322284e+16
1 10 2.367217226207162e+16
1 11 8.75886731977681e+16
1 12 2.7102552614229788e+16
1 13 8.73999420873036e+16
1 14 1.5547009980601478e+16
1 15 4.533907312460434e+16
1 16 3.982261321195153e+16
1 17 4.744620478681726e+16
1 18 3.6822015808595976e+16
1 19 6.954091524451685e+16
1 20 4.3812183722280136e+16
1 21 7.502117804978454e+16
1 22 8.518462559113142e+16
1 23 7.376284253803352e+16
1 24 9.527164245735378e+16
1 25 9.200117228547666e+16
1 26 6.962512996237822e+16
1 27 3.902214585390244e+16
1 28 3.0537080844195892e+16
1 29 8.729842120100789e+16
1 30 6.437862709869409e+16
 
2 1 6.356680841600907e+16
2 2 8.716504526040826e+16
2 3 5.6877189774391224e+16
2 4 4.4005215706565304e+16
2 5 3.406858932578492e+16
2 6 3.9400607281548584e+16
2 7 6.886746163398135e+16
2 8 8.943845040871507e+16
2 9 8.207081950785056e+16
2 10 7.349624466217072e+16
2 11 8.75886731977681e+16
2 12 3.2611035961130844e+16
2 13 8.73999420873036e+16
2 14 7.552679376289166e+16
2 15 5.8860386770538024e+16
2 16 8.668166605679339e+16
2 17 5.865700828617156e+16
2 18 3.6822015808595976e+16
2 19 6.954091524451685e+16
2 20 4.3812183722280136e+16
2 21 7.502117804978454e+16
2 22 8.518462559113142e+16
2 23 7.376284253803352e+16
2 24 9.527164245735378e+16
2 25 9.200117228547666e+16
2 26 6.962512996237822e+16
2 27 5.1058724953893304e+16
2 28 3.738514006516212e+16
2 29 8.729842120100789e+16
2 30 6.437862709869409e+16
 
3 1 6.356680841600907e+16
3 2 8.716504526040826e+16
3 3 6.122311175595878e+16
3 4 6.36588309236814e+16
3 5 3.873835296484304e+16
3 6 5.270941580983792e+16
3 7 6.886746163398135e+16
3 8 8.943845040871507e+16
3 9 8.207081950785056e+16
3 10 7.349624466217072e+16
3 11 8.75886731977681e+16
3 12 6.875586262996178e+16
3 13 8.73999420873036e+16
3 14 7.552679376289166e+16
3 15 6.4609137068829224e+16
3 16 8.668166605679339e+16
3 17 5.865700828617156e+16
3 18 3.6822015808595976e+16
3 19 6.954091524451685e+16
3 20 4.3812183722280136e+16
3 21 7.502117804978454e+16
3 22 8.518462559113142e+16
3 23 7.376284253803352e+16
3 24 9.527164245735378e+16
3 25 9.200117228547666e+16
3 26 1.039860490209638e+17
3 27 1.0112849580960426e+17
3 28 3.738514006516212e+16
3 29 1.100981555060608e+17
3 30 8.519678611949938e+16
 
4 1 6.356680841600907e+16
4 2 8.716504526040826e+16
4 3 6.122311175595878e+16
4 4 6.36588309236814e+16
4 5 3.873835296484304e+16
4 6 5.270941580983792e+16
4 7 6.886746163398135e+16
4 8 8.943845040871507e+16
4 9 1.0224167797527802e+17
4 10 7.349624466217072e+16
4 11 8.75886731977681e+16
4 12 6.875586262996178e+16
4 13 8.73999420873036e+16
4 14 7.552679376289166e+16
4 15 6.4609137068829224e+16
4 16 8.668166605679339e+16
4 17 5.865700828617156e+16
4 18 4.49153738223564e+16
4 19 8.296781671013925e+16
4 20 4.3812183722280136e+16
4 21 7.502117804978454e+16
4 22 8.518462559113142e+16
4 23 7.376284253803352e+16
4 24 9.527164245735378e+16
4 25 9.200117228547666e+16
4 26 1.039860490209638e+17
4 27 1.0112849580960426e+17
4 28 6.847164208947375e+16
4 29 1.100981555060608e+17
4 30 8.519678611949938e+16
 
5 1 6.356680841600907e+16
5 2 8.716504526040826e+16
5 3 1.0851394244000664e+17
5 4 8.316496199416534e+16
5 5 4.486515469270936e+16
5 6 5.270941580983792e+16
5 7 6.886746163398135e+16
5 8 8.943845040871507e+16
5 9 1.0224167797527802e+17
5 10 7.349624466217072e+16
5 11 8.75886731977681e+16
5 12 6.875586262996178e+16
5 13 8.73999420873036e+16
5 14 7.552679376289166e+16
5 15 6.4609137068829224e+16
5 16 8.668166605679339e+16
5 17 5.865700828617156e+16
5 18 8.654158558835861e+16
5 19 8.296781671013925e+16
5 20 1.0798378744780926e+17
5 21 7.502117804978454e+16
5 22 8.518462559113142e+16
5 23 7.7806644555158e+16
5 24 9.527164245735378e+16
5 25 9.200117228547666e+16
5 26 1.039860490209638e+17
5 27 1.0112849580960426e+17
5 28 1.1135752206848299e+17
5 29 1.100981555060608e+17
5 30 8.519678611949938e+16
 
6 1 6.967160537046469e+16
6 2 8.716504526040826e+16
6 3 1.0851394244000664e+17
6 4 8.316496199416534e+16
6 5 6.223768030548455e+16
6 6 5.270941580983792e+16
6 7 6.886746163398135e+16
6 8 8.943845040871507e+16
6 9 1.0224167797527802e+17
6 10 7.349624466217072e+16
6 11 8.75886731977681e+16
6 12 6.875586262996178e+16
6 13 8.73999420873036e+16
6 14 7.577823142210059e+16
6 15 6.4609137068829224e+16
6 16 8.668166605679339e+16
6 17 5.865700828617156e+16
6 18 8.654158558835861e+16
6 19 8.296781671013925e+16
6 20 1.0798378744780926e+17
6 21 7.502117804978454e+16
6 22 8.518462559113142e+16
6 23 1.1160522794254778e+17
6 24 9.527164245735378e+16
6 25 9.200117228547666e+16
6 26 1.039860490209638e+17
6 27 1.0112849580960426e+17
6 28 1.1135752206848299e+17
6 29 1.100981555060608e+17
6 30 8.519678611949938e+16
 
7 1 6.967160537046469e+16
7 2 8.716504526040826e+16
7 3 1.0851394244000664e+17
7 4 9.580515148306944e+16
7 5 6.223768030548455e+16
7 6 6.666606998311958e+16
7 7 6.886746163398135e+16
7 8 8.943845040871507e+16
7 9 1.0224167797527802e+17
7 10 7.349624466217072e+16
7 11 8.75886731977681e+16
7 12 6.875586262996178e+16
7 13 8.73999420873036e+16
7 14 7.577823142210059e+16
7 15 6.4609137068829224e+16
7 16 8.668166605679339e+16
7 17 9.53208446484506e+16
7 18 8.654158558835861e+16
7 19 8.296781671013925e+16
7 20 1.0798378744780926e+17
7 21 7.502117804978454e+16
7 22 8.518462559113142e+16
7 23 1.1160522794254778e+17
7 24 9.527164245735378e+16
7 25 9.200117228547666e+16
7 26 1.039860490209638e+17
7 27 1.0112849580960426e+17
7 28 1.1135752206848299e+17
7 29 1.100981555060608e+17
7 30 8.519678611949938e+16
 
8 1 6.967160537046469e+16
8 2 8.716504526040826e+16
8 3 1.0851394244000664e+17
8 4 9.580515148306944e+16
8 5 6.223768030548455e+16
8 6 6.666606998311958e+16
8 7 9.755340692282845e+16
8 8 8.943845040871507e+16
8 9 1.0224167797527802e+17
8 10 7.535341987620909e+16
8 11 8.75886731977681e+16
8 12 7.74340246364571e+16
8 13 8.73999420873036e+16
8 14 7.577823142210059e+16
8 15 6.4609137068829224e+16
8 16 8.668166605679339e+16
