0 8.799759098761134e+16
 
1 9.498593832584163e+16
 
2 9.498593832584163e+16
 
3 9.498593832584163e+16
 
4 9.498593832584163e+16
 
5 9.498593832584163e+16
 
6 1.0188338054847704e+17
 
7 1.065079228349142e+17
 
8 1.065079228349142e+17
 
9 1.065079228349142e+17
 
10 1.065079228349142e+17
 
11 1.065079228349142e+17
 
12 1.065079228349142e+17
 
13 1.065079228349142e+17
 
14 1.065079228349142e+17
 
15 1.065079228349142e+17
 
16 1.065079228349142e+17
 
17 1.1106824229604166e+17
 
18 1.1106824229604166e+17
 
19 1.1106824229604166e+17
 
20 1.1106824229604166e+17
 
21 1.1106824229604166e+17
 
22 1.1106824229604166e+17
 
23 1.1106824229604166e+17
 
24 1.1106824229604166e+17
 
25 1.1106824229604166e+17
 
26 1.1106824229604166e+17
 
27 1.1106824229604166e+17
 
28 1.1106824229604166e+17
 
29 1.1106824229604166e+17
 
30 1.1106824229604166e+17
 
31 1.1106824229604166e+17
 
32 1.1106824229604166e+17
 
33 1.1106824229604166e+17
 
34 1.1106824229604166e+17
 
35 1.1106824229604166e+17
 
36 1.1106824229604166e+17
 
37 1.1106824229604166e+17
 
38 1.1106824229604166e+17
 
39 1.1106824229604166e+17
 
40 1.1106824229604166e+17
 
41 1.1106824229604166e+17
 
42 1.1106824229604166e+17
 
43 1.1106824229604166e+17
 
44 1.1106824229604166e+17
 
45 1.1106824229604166e+17
 
46 1.1106824229604166e+17
 
47 1.1106824229604166e+17
 
48 1.1106824229604166e+17
 
49 1.1106824229604166e+17
 
50 1.1106824229604166e+17
 
51 1.1106824229604166e+17
 
52 1.1106824229604166e+17
 
53 1.1106824229604166e+17
 
54 1.1106824229604166e+17
 
55 1.1106824229604166e+17
 
56 1.1106824229604166e+17
 
57 1.1106824229604166e+17
 
58 1.1106824229604166e+17
 
59 1.1106824229604166e+17
 
60 1.1106824229604166e+17
 
61 1.1106824229604166e+17
 
62 1.1106824229604166e+17
 
63 1.1106824229604166e+17
 
64 1.1106824229604166e+17
 
65 1.1106824229604166e+17
 
66 1.1106824229604166e+17
 
67 1.1106824229604166e+17
 
68 1.1106824229604166e+17
 
69 1.1106824229604166e+17
 
70 1.1106824229604166e+17
 
71 1.1106824229604166e+17
 
72 1.1106824229604166e+17
 
73 1.1106824229604166e+17
 
74 1.1106824229604166e+17
 
75 1.1106824229604166e+17
 
76 1.1245307110487718e+17
 
77 1.1245307110487718e+17
 
78 1.1245307110487718e+17
 
79 1.1245307110487718e+17
 
80 1.1245307110487718e+17
 
81 1.1245307110487718e+17
 
82 1.1245307110487718e+17
 
83 1.1245307110487718e+17
 
84 1.1245307110487718e+17
 
85 1.1245307110487718e+17
 
86 1.1245307110487718e+17
 
87 1.1245307110487718e+17
 
88 1.1245307110487718e+17
 
89 1.1245307110487718e+17
 
90 1.1245307110487718e+17
 
91 1.1245307110487718e+17
 
92 1.1245307110487718e+17
 
93 1.1245307110487718e+17
 
94 1.1245307110487718e+17
 
95 1.1245307110487718e+17
 
96 1.1245307110487718e+17
 
97 1.1245307110487718e+17
 
98 1.1245307110487718e+17
 
99 1.1245307110487718e+17
 
100 1.1245307110487718e+17
 
101 1.1245307110487718e+17
 
102 1.1245307110487718e+17
 
103 1.1245307110487718e+17
 
104 1.1245307110487718e+17
 
105 1.1245307110487718e+17
 
106 1.1245307110487718e+17
 
107 1.1245307110487718e+17
 
108 1.1245307110487718e+17
 
109 1.1245307110487718e+17
 
110 1.1245307110487718e+17
 
111 1.1245307110487718e+17
 
112 1.1245307110487718e+17
 
113 1.1245307110487718e+17
 
114 1.1245307110487718e+17
 
115 1.1245307110487718e+17
 
116 1.1245307110487718e+17
 
117 1.1245307110487718e+17
 
118 1.1245307110487718e+17
 
119 1.1245307110487718e+17
 
120 1.1245307110487718e+17
 
121 1.1245307110487718e+17
 
122 1.1245307110487718e+17
 
123 1.1245307110487718e+17
 
124 1.1245307110487718e+17
 
125 1.1245307110487718e+17
 
126 1.1245307110487718e+17
 
127 1.1245307110487718e+17
 
128 1.1245307110487718e+17
 
129 1.1245307110487718e+17
 
130 1.1245307110487718e+17
 
131 1.1245307110487718e+17
 
132 1.1245307110487718e+17
 
133 1.1245307110487718e+17
 
134 1.1245307110487718e+17
 
135 1.1245307110487718e+17
 
136 1.1245307110487718e+17
 
137 1.1245307110487718e+17
 
138 1.1245307110487718e+17
 
139 1.1245307110487718e+17
 
140 1.1245307110487718e+17
 
